us_tariff,china_rate,eu_rate,canmex_rate,welfare_us,cpi_us,employment_us,trade_deficit_us,hhi_pharma,welfare_china,welfare_eu
0.0,0.2,0.4,0.1,-0.6954467726961733,-2.6761411958938663,-0.2590412034888634,-8.362243649747693,580.4,0.17131094759976762,-0.09638620266265718
0.0,0.2,0.4,0.2,-0.8875133006052804,-3.1780550867988144,-0.32892612054499226,-10.44465920167883,580.4,0.20622928471740742,-0.08841283386253895
0.0,0.2,0.4,0.3,-1.0201888074984788,-3.5559037053446207,-0.37747852566695217,-11.89999817938719,580.4,0.23374214843079333,-0.08170902861308615
0.0,0.2,0.4,0.4,-1.1111061386253618,-3.831076607023909,-0.41087452981773964,-12.906290255895678,580.4,0.25444152097007233,-0.07653333844781507
0.0,0.2,0.4,0.5,-1.1733529213898253,-4.027626668659234,-0.4337881689835954,-13.59996087797494,580.4,0.2695840075453315,-0.07273778752661109
0.0,0.2,0.5,0.0,-0.4431107362338538,-2.153157051733834,-0.1684058941879618,-5.718032455184351,580.4,0.13471330364414058,-0.19238819716260736
0.0,0.2,0.5,0.1,-0.7172041859262679,-2.794786633958235,-0.26742379138415817,-8.647561736525562,580.4,0.17641093363893745,-0.18729742659061577
0.0,0.2,0.5,0.2,-0.909665092905465,-3.302048572593319,-0.33751137223166916,-10.73496834972864,580.4,0.2115934002139941,-0.18182590359945294
0.0,0.2,0.5,0.3,-1.0427049408108235,-3.6843513178165366,-0.38624338930536295,-12.194954510161118,580.4,0.2393475074958351,-0.1770089186045154
0.0,0.2,0.5,0.4,-1.1339296547069888,-3.9630461399693284,-0.41978710783587836,-13.205186945396779,580.4,0.2602507361662898,-0.17320479428910573
0.0,0.2,0.5,0.5,-1.1964200653655999,-4.162273658871573,-0.442815890943582,-13.901990085397442,580.4,0.2755556307241225,-0.1703844503234908
0.0,0.3,0.0,0.0,-0.11480136046986278,-0.533892974643313,-0.04329935973667043,-1.4758581094527738,580.4,0.03588115134984804,-0.009827539502471616
0.0,0.3,0.0,0.1,-0.3840848160972632,-1.097566364768121,-0.13959132770470228,-4.3485862021504635,580.4,0.07325858311015843,-0.0006737143406265744
0.0,0.3,0.0,0.2,-0.5713772720429056,-1.5364223259010878,-0.2070022021429696,-6.373424570920139,580.4,0.10430707380499893,0.007631593013313065
0.0,0.3,0.0,0.3,-0.6996068269900624,-1.862162172933901,-0.2533624918490629,-7.774329537342234,580.4,0.12840916504579525,0.014317805078123413
